Package, Version, License(s), Default-in-image, Cumulus-patched, Cumulus-owned
librsvg2-common, 2.54.7+dfsg-1~deb12u1, LGPL-2+(*);FSFAP(m4/ax_compare_version.m4);BSD-3-clause(tests/fixtures/reftests/svg1.1/*);Expat(tests/fixtures/render-crash/feMerge-color-interpolation-srgb.svg);Apache-2.0, and BSD-2-clause, and BSD-3-clause, and Expat, and Apache-2.0 or Expat or 0BSD, and Apache-2.0 or Boost-1.0, and Apache-2.0 or Expat, and Expat or Unlicense, and MPL-2.0, and Sun-permissive, and zlib(vendor/*);CC-BY-3.0(vendor/crossbeam-channel/examples/matching.rs);CC-zero-waive-1.0-us(tests/resources/Ahem.ttf);OFL-1.1(tests/resources/NotoSansHebrew-Regular.ttf), 0, 0, 0
librtmp1, 2.4+20151223.gitfa8646d.1-2+b2, GPL-2;LGPL-2, 0, 0, 0
librtr-dev, 0.8.0-1+b1, Expat(*);Expat(debian/*);GPL-2(scripts/checkpatch.pl scripts/spelling.txt);GPL-3+(cmake/modules/Findcodecov.cmake cmake/modules/FindLcov.cmake cmake/modules/FindGcov.cmake);BSD-3-Clause(cmake/modules/FindPackageVersionCheck.cmake);BSD-2-Clause(third-party/tommyds/*);Apache-2.0(third-party/mustach/*), 0, 0, 0
librtr0, 0.8.0-1+b1, Expat(*);Expat(debian/*);GPL-2(scripts/checkpatch.pl scripts/spelling.txt);GPL-3+(cmake/modules/Findcodecov.cmake cmake/modules/FindLcov.cmake cmake/modules/FindGcov.cmake);BSD-3-Clause(cmake/modules/FindPackageVersionCheck.cmake);BSD-2-Clause(third-party/tommyds/*);Apache-2.0(third-party/mustach/*), 0, 0, 0
libruby, 3.1, RubyLicense(*), 0, 0, 0
libruby3.1, 3.1.2-7+deb12u1, BSD-2-clause or Ruby(*);BSD-2-clause(include/ruby/oniguruma.h regcomp.c regerror.c regexec.c regint.h regparse.c regparse.h);BSD-2-clause(enc/*.c);BSD-2-clause(enc/ascii.c enc/euc_jp.c enc/shift_jis.c enc/windows_31j.c);BSD-2-clause(enc/gb18030.c);BSD-2-clause(enc/encdb.c);BSD-2-clause(enc/windows_1250.c enc/windows_1252.c);BSD-2-clause(enc/windows_1251.c);BSD-2-clause(lib/rdoc/generator/darkfish.rb lib/rdoc/generator/template/darkfish/*);SIL-1.1(lib/rdoc/generator/template/darkfish/fonts/SourceCodePro*);SIL-1.1(lib/rdoc/generator/template/darkfish/fonts/Lato*);CC-BY-3.0-famfamfam(lib/rdoc/generator/template/darkfish/images/*);Expat(lib/rdoc/generator/json_index.rb lib/rdoc/generator/template/json_index/*);Expat or Ruby(lib/rubygems.rb lib/rubygems/*);Expat(lib/rdoc/task.rb lib/rubygems/package_task.rb);PreserveNotice(util.c);BSD-2-clause(random.c);3C-BSD(vsnprintf.c);PublicDomain(missing/acosh.c missing/alloca.c missing/erf.c missing/hypot.c missing/lgamma_r.c missing/memcmp.c missing/memmove.c missing/strchr.c missing/strerror.c missing/strstr.c missing/tgamma.c st.c ext/digest/sha1/sha1.c ext/digest/sha1/sha1.h);3C-BSD(missing/crypt.c);3C-BSD(missing/setproctitle.c);BSD-3-clause(missing/strlcat.c missing/strlcpy.c);AllPermissions(missing/langinfo.c);PartialGplArtisticAndRuby(win32/win32.*);zlib/libpng(ext/digest/md5/md5.c ext/digest/md5/md5.h);BSD-3-clause(ext/digest/rmd160/rmd160.c ext/digest/rmd160/rmd160.h);BSD-3-clause(ext/digest/sha2/sha2.c ext/digest/sha2/sha2.h);zlib/libpng(ext/nkf/nkf-utf8/config.h ext/nkf/nkf-utf8/nkf.c ext/nkf/nkf-utf8/utf8tbl.c);BSD-3-clause(ext/socket/addrinfo.h ext/socket/getaddrinfo.c ext/socket/getnameinfo.c);GPL-1+ or Artistic(ext/win32ole/win32ole.c);Expat(ccan/list/list.h);CC0(ccan/check_type/check_type.h ccan/str/str.h ccan/container_of/container_of.h ccan/build_assert/build_assert.h);Unicode(enc/trans/JIS/JISX0201-KANA%UCS.src enc/trans/JIS/JISX0208@1990%UCS.src enc/trans/JIS/JISX0212%UCS.src enc/trans/JIS/UCS%JISX0201-KANA.src enc/trans/JIS/UCS%JISX0208@1990.src enc/trans/JIS/UCS%JISX0212.src);Permissive(enc/trans/JIS/UCS@BMP%JISX0213-1.src enc/trans/JIS/UCS@BMP%JISX0213-2.src enc/trans/JIS/UCS@SIP%JISX0213-1.src enc/trans/JIS/UCS@SIP%JISX0213-2.src);Permissive(enc/trans/JIS/JISX0213-1%UCS@BMP.src enc/trans/JIS/JISX0213-1%UCS@SIP.src enc/trans/JIS/JISX0213-2%UCS@BMP.src enc/trans/JIS/JISX0213-2%UCS@SIP.src);BSD-2-clause or Ruby(debian/*), 0, 0, 0
libsasl2-2, 2.1.28+dfsg-10+cl5.11.0u1, BSD-4-clause(*);OpenSSL and SSLeay(common/crypto-compat.c);BSD-3-clause(docsrc/exts/sphinxlocal/*);BSD-2-clause(debian/*);BSD-2-clause(debian/po/*.po debian/po/*.pot);BSD-2-clause(debian/po/ca.po debian/po/sv.po debian/po/fr.po debian/po/it.po debian/po/ta.po debian/po/vi.po);GPL-3+(debian/po/de.po debian/po/es.po debian/po/pt.po debian/po/pt_BR.po);GPL-3+(debian/rules);GPL-3+(debian/saslfinger/*);GPL-3+(debian/gen-auth/*);GPL-3(debian/tests/*);BSD-4-clause-UC(include/exits.h lib/getsubopt.c);RSA-MD(include/md5*.h lib/md5.c saslauthd/md5.c saslauthd/saslauthd_md5.h);BSD-4-clause and BSD-4-clause-KTH(include/makemd5.c);BSD-4-clause and IBM-as-is(lib/saslutil.c);BSD-3-clause-JANET and BSD-4-clause(plugins/gs2.c);BSD-3-clause-PADL and MIT-OpenVision(plugins/gs2_token.c);MIT-OpenVision(plugins/gs2_token.h);OpenLDAP(plugins/ldapdb.c);FSFULLR and MIT-CMU(pwcheck/Makefile.in);BSD-4-clause and MIT-Export(sample/server.c);BSD-2-clause and MIT-CMU(saslauthd/auth_httpform.c);BSD-2-clause(saslauthd/auth_httpform.h);BSD-2-clause(saslauthd/auth_ldap.*);BSD-2.2-clause(saslauthd/auth_pam.*);BSD-2-clause and MIT-CMU(saslauthd/auth_rimap.c);BSD-2-clause(saslauthd/lak.*);BSD-2-clause(saslauthd/auth_dce.*);BSD-2-clause(saslauthd/auth_getpwent.* saslauthd/auth_krb* saslauthd/auth_rimap.h saslauthd/auth_sasldb.* saslauthd/auth_shadow.* saslauthd/auth_sia.* saslauthd/globals.h saslauthd/mechanisms.*);BSD-2-clause(saslauthd/cache.* saslauthd/saslcache.c);BSD-2-clause(saslauthd/ipc_doors.c saslauthd/ipc_unix.c saslauthd/saslauthd-main.* saslauthd/utils.*);BSD-4-clause(sasldb/db_lmdb.c), 0, 0, 0
libsasl2-modules, 2.1.28+dfsg-10+cl5.11.0u1, BSD-4-clause(*);OpenSSL and SSLeay(common/crypto-compat.c);BSD-3-clause(docsrc/exts/sphinxlocal/*);BSD-2-clause(debian/*);BSD-2-clause(debian/po/*.po debian/po/*.pot);BSD-2-clause(debian/po/ca.po debian/po/sv.po debian/po/fr.po debian/po/it.po debian/po/ta.po debian/po/vi.po);GPL-3+(debian/po/de.po debian/po/es.po debian/po/pt.po debian/po/pt_BR.po);GPL-3+(debian/rules);GPL-3+(debian/saslfinger/*);GPL-3+(debian/gen-auth/*);GPL-3(debian/tests/*);BSD-4-clause-UC(include/exits.h lib/getsubopt.c);RSA-MD(include/md5*.h lib/md5.c saslauthd/md5.c saslauthd/saslauthd_md5.h);BSD-4-clause and BSD-4-clause-KTH(include/makemd5.c);BSD-4-clause and IBM-as-is(lib/saslutil.c);BSD-3-clause-JANET and BSD-4-clause(plugins/gs2.c);BSD-3-clause-PADL and MIT-OpenVision(plugins/gs2_token.c);MIT-OpenVision(plugins/gs2_token.h);OpenLDAP(plugins/ldapdb.c);FSFULLR and MIT-CMU(pwcheck/Makefile.in);BSD-4-clause and MIT-Export(sample/server.c);BSD-2-clause and MIT-CMU(saslauthd/auth_httpform.c);BSD-2-clause(saslauthd/auth_httpform.h);BSD-2-clause(saslauthd/auth_ldap.*);BSD-2.2-clause(saslauthd/auth_pam.*);BSD-2-clause and MIT-CMU(saslauthd/auth_rimap.c);BSD-2-clause(saslauthd/lak.*);BSD-2-clause(saslauthd/auth_dce.*);BSD-2-clause(saslauthd/auth_getpwent.* saslauthd/auth_krb* saslauthd/auth_rimap.h saslauthd/auth_sasldb.* saslauthd/auth_shadow.* saslauthd/auth_sia.* saslauthd/globals.h saslauthd/mechanisms.*);BSD-2-clause(saslauthd/cache.* saslauthd/saslcache.c);BSD-2-clause(saslauthd/ipc_doors.c saslauthd/ipc_unix.c saslauthd/saslauthd-main.* saslauthd/utils.*);BSD-4-clause(sasldb/db_lmdb.c), 0, 0, 0
libsasl2-modules-db, 2.1.28+dfsg-10+cl5.11.0u1, BSD-4-clause(*);OpenSSL and SSLeay(common/crypto-compat.c);BSD-3-clause(docsrc/exts/sphinxlocal/*);BSD-2-clause(debian/*);BSD-2-clause(debian/po/*.po debian/po/*.pot);BSD-2-clause(debian/po/ca.po debian/po/sv.po debian/po/fr.po debian/po/it.po debian/po/ta.po debian/po/vi.po);GPL-3+(debian/po/de.po debian/po/es.po debian/po/pt.po debian/po/pt_BR.po);GPL-3+(debian/rules);GPL-3+(debian/saslfinger/*);GPL-3+(debian/gen-auth/*);GPL-3(debian/tests/*);BSD-4-clause-UC(include/exits.h lib/getsubopt.c);RSA-MD(include/md5*.h lib/md5.c saslauthd/md5.c saslauthd/saslauthd_md5.h);BSD-4-clause and BSD-4-clause-KTH(include/makemd5.c);BSD-4-clause and IBM-as-is(lib/saslutil.c);BSD-3-clause-JANET and BSD-4-clause(plugins/gs2.c);BSD-3-clause-PADL and MIT-OpenVision(plugins/gs2_token.c);MIT-OpenVision(plugins/gs2_token.h);OpenLDAP(plugins/ldapdb.c);FSFULLR and MIT-CMU(pwcheck/Makefile.in);BSD-4-clause and MIT-Export(sample/server.c);BSD-2-clause and MIT-CMU(saslauthd/auth_httpform.c);BSD-2-clause(saslauthd/auth_httpform.h);BSD-2-clause(saslauthd/auth_ldap.*);BSD-2.2-clause(saslauthd/auth_pam.*);BSD-2-clause and MIT-CMU(saslauthd/auth_rimap.c);BSD-2-clause(saslauthd/lak.*);BSD-2-clause(saslauthd/auth_dce.*);BSD-2-clause(saslauthd/auth_getpwent.* saslauthd/auth_krb* saslauthd/auth_rimap.h saslauthd/auth_sasldb.* saslauthd/auth_shadow.* saslauthd/auth_sia.* saslauthd/globals.h saslauthd/mechanisms.*);BSD-2-clause(saslauthd/cache.* saslauthd/saslcache.c);BSD-2-clause(saslauthd/ipc_doors.c saslauthd/ipc_unix.c saslauthd/saslauthd-main.* saslauthd/utils.*);BSD-4-clause(sasldb/db_lmdb.c), 0, 0, 0
libsbc1, 2.0-1, GPL-2+(*);LGPL-2.1+(sbc/sbc_math.h sbc/sbc_primitives.h sbc/sbc_primitives_armv6.c sbc/sbc_primitives_armv6.h sbc/sbc_primitives_mmx.c sbc/sbc_primitives_mmx.h sbc/sbc_primitives_neon.c sbc/sbc_primitives_neon.h sbc/sbc_tables.h);GPL-2+(src/sbcdec.c src/sbcenc.c src/sbcinfo.c);LGPL-2.1+(sbc/sbc.c sbc/sbc.h sbc/sbc_primitives.c);LGPL-2.1+(sbc/sbc_primitives_iwmmxt.c sbc/sbc_primitives_iwmmxt.h);LGPL-2.1+(sbc/sbc_primitives_sse.c sbc/sbc_primitives_sse.h);GPL-2+(src/sbctester.c);GPL-2+(src/formats.h);LGPL-2.1+(sbc/sbc_private.h);GPL-2+(debian/*);GPL-2+(debian/sbcinfo.1), 0, 0, 0
libscalar-list-utils-perl, 1.63-1+b1, Artistic or GPL-1+(*);Artistic or GPL-1+(lib/Scalar/Util.pm);Artistic or GPL-1+(ListUtil.xs);Artistic or GPL-1+(lib/List/Util/XS.pm);Artistic or GPL-1+(lib/Sub/Util.pm);Artistic or GPL-1+(ppport.h);Artistic or GPL-1+(debian/*), 0, 0, 0
libsctp1, 1.0.19+dfsg-2, GPL-2.0+(*);LGPL-2.1+(src/lib/* src/include/netinet/sctp.h.in);BSD-3-clause(src/withsctp/*), 0, 0, 0
libseccomp2, 2.5.4-1+deb12u1, LGPL-2.1(*);LGPL-2.1(tests/22-sim-basic_chains_array.tests);LGPL-2.1(src/hash.*);LGPL-2.1(debian/*), 0, 0, 0
libselinux1, 3.4-1+b6, LGPL-2;GPL-2;public domain, 0, 0, 0
libselinux1-dev, 3.4-1+b6, LGPL-2;GPL-2;public domain, 0, 0, 0
libsemanage-common, 3.4-1, LGPL;GPL, 0, 0, 0
libsemanage2, 3.4-1+b5, LGPL;GPL, 0, 0, 0
libsensors-config, 3.6.0-7.1, LGPL-2;GPL-2, 0, 0, 0
libsensors-dev, 3.6.0-7.1, LGPL-2;GPL-2, 0, 0, 0
libsensors4-dev, 3.6.0-7.1, LGPL-2;GPL-2, 0, 0, 0
libsensors5, 3.6.0-7.1, LGPL-2;GPL-2, 0, 0, 0
libsepol-dev, 3.4-2.1, LGPL-2.1+(*);Zlib(cil/test/unit/CuTest.*);GPL-2(debian/*);GPL-2+(man/*man8/chkcon.8 man/man8/genpolusers.8), 0, 0, 0
libsepol2, 3.4-2.1, LGPL-2.1+(*);Zlib(cil/test/unit/CuTest.*);GPL-2(debian/*);GPL-2+(man/*man8/chkcon.8 man/man8/genpolusers.8), 0, 0, 0
libsgmls-perl, 1.03ii-38, GPL-2+(*);GPL-2+(debian/*), 0, 0, 0
libsigsegv2, 2.14-1, GPL-2+(*);GPL-3+ with Autoconf exception(build-aux/config.guess build-aux/config.sub);Expat(build-aux/install-sh);GPL-2+ with Autoconf exception(m4/* build-aux/compile build-aux/ltmain.sh build-aux/missing build-aux/test-driver);FSFULL(m4/libtool.m4 m4/lt~obsolete.m4 m4/ltoptions.m4 m4/ltsugar.m4 m4/ltversion.m4 m4/relocatable-lib.m4);permissive(src/fault-linux-m68k-old.c src/fault-macosdarwin5-powerpc.c src/fault-macosdarwin7-powerpc.c src/fault-netbsd-alpha.c);GPL-2+(debian/*), 0, 0, 0
libslang2, 2.3.3-3, GPL-2+(*);GPL-2+(debian/*), 0, 0, 0
libslang2-dev, 2.3.3-3, GPL-2+(*);GPL-2+(debian/*), 0, 0, 0
libslirp0, 4.7.0-1, BSD-3-clause(*);BSD-3-clause(src/*);Expat(src/arp_table.c);Expat(src/bootp.c src/slirp.c src/state.c);BSD-3-clause(src/debug.h src/if.c src/if.h src/main.h src/misc.c src/misc.h src/sbuf.c src/sbuf.h src/socket.c src/socket.h);BSD-3-clause(src/dhcpv6.c src/dhcpv6.h);Expat(src/dnssearch.c);BSD-3-clause(src/ip6.h src/ip6_icmp.c src/ip6_icmp.h src/ip6_input.c src/ip6_output.c src/ndp_table.c);BSD-3-clause(src/mbuf.c);BSD-3-clause(src/ncsi-pkt.h);BSD-3-clause(src/ncsi.c);Expat(src/stream.c);Expat(src/tftp.c);BSD-3-clause(src/udp6.c);Expat(src/util.c src/util.h);BSD-3-clause(src/vmstate.c);BSD-3-clause(src/vmstate.h), 0, 0, 0
libsm6, 1.2.3-1, BSD, 0, 0, 0
libsmartcols1, 2.38.1-5+deb12u3, GPL-2+(*);GPL-2(schedutils/ionice.c);GPL-2(schedutils/chrt.c schedutils/taskset.c);GPL-2(disk-utils/raw.c);GPL-3+(sys-utils/hwclock-parse-date.y);GPL-2(sys-utils/nsenter.c);GPL-2(disk-utils/mkfs.minix.c disk-utils/mkswap.c);public-domain(lib/blkdev.c lib/loopdev.c lib/sysfs.c lib/ttyutils.c misc-utils/mcookie.c sys-utils/setsid.c text-utils/line.c);BSD-4-clause(login-utils/vipw.c misc-utils/cal.c misc-utils/kill.c misc-utils/logger.c misc-utils/look.c misc-utils/whereis.c sys-utils/renice.c term-utils/mesg.c term-utils/script.c term-utils/ttymsg.c term-utils/wall.c term-utils/write.c text-utils/col.c text-utils/colcrt.c text-utils/colrm.c text-utils/column.c text-utils/hexdump.c text-utils/hexdump.h text-utils/hexdump-conv.c text-utils/hexdump-display.c text-utils/hexdump-parse.c text-utils/rev.c text-utils/ul.c);MIT(sys-utils/flock.c);BSD-3-clause(text-utils/pg.c);BSLA(login-utils/login.c);BSD-3-clause(login-utils/logindefs.c);BSD-3-clause(libuuid/* libuuid/src/* libuuid/man/*);LGPL-2+(lib/procutils.c include/xalloc.h);LGPL-2+(*/colors.*);LGPL-2+(login-utils/setpwnam.h login-utils/setpwnam.c);LGPL-2.1+(libfdisk/* libfdisk/src/*);LGPL-2.1+(lib/cpuset.c */match.* lib/canonicalize.c);LGPL-2.1+(*/mbsalign.*);LGPL-2.1+(*/timeutils.*);LGPL(include/list.h);LGPL-2.1+(libblkid/* libblkid/src/* libblkid/samples/* libblkid/src/partitions/* libblkid/src/superblocks/* libblkid/src/topology/*);LGPL(include/cpuset.h lib/randutils.c);LGPL(misc-utils/blkid.c);LGPL-2.1+(libmount/* libmount/src/*);LGPL-3+(libmount/python/*);LGPL-2.1+(libsmartcols/*);GPL-2+(debian/*);GPL-2+(debian/po/*), 0, 0, 0
libsmi2ldbl, 0.4.8+dfsg2-16, BSD, 0, 0, 0
libsnappy-dev, 1.1.9-3, BSD-3-Clause(*);CC-BY-3.0(testdata/fireworks.jpeg);MIT(testdata/kppkn.gtb);CC-BY-4.0(testdata/paper-100k.pdf);public-domain(testdata/alice29.txt testdata/asyoulik.txt testdata/plrabn12.txt testdata/lcet10.txt);BSD-3-Clause(debian/*), 0, 0, 0
libsnappy1v5, 1.1.9-3, BSD-3-Clause(*);CC-BY-3.0(testdata/fireworks.jpeg);MIT(testdata/kppkn.gtb);CC-BY-4.0(testdata/paper-100k.pdf);public-domain(testdata/alice29.txt testdata/asyoulik.txt testdata/plrabn12.txt testdata/lcet10.txt);BSD-3-Clause(debian/*), 0, 0, 0
libsndio7.0, 1.9.0-0.3+b2, ISC(*);ISC(libsndio/sio_oss.c);ISC(bsd-compat/*);ISC-packaging(debian/*), 0, 0, 0
libsnmp-base, 5.9.3+dfsg-2+cl5.11.0u2, BSD-LIKE and BSD-3-clause(*);BSD-3-clause(debian/*);GPL-2.0+ or Artistic-1.0(perl/*);BSD-3-clause(python/*);BSD-3-clause(snmplib/winpipe.c include/net-snmp/library/winpipe.h);BSD-3-clause(snmplib/sd-daemon.c include/net-snmp/library/sd-daemon.h);BSD-3-clause(apps/snmppcap.c apps/snmpping.c);Internet-Society or IETF-Trust(mibs/*), 0, 0, 0
libsnmp-dev, 5.9.3+dfsg-2+cl5.10.0u3, NO COPYRIGHT FILE, 0, 0, 0
libsnmp-perl, 5.9.3+dfsg-2+deb12u1+cl5.9.5u1, BSD-LIKE and BSD-3-clause(*);BSD-3-clause(debian/*);GPL-2.0+ or Artistic-1.0(perl/*);BSD-3-clause(python/*);BSD-3-clause(snmplib/winpipe.c include/net-snmp/library/winpipe.h);BSD-3-clause(snmplib/sd-daemon.c include/net-snmp/library/sd-daemon.h);BSD-3-clause(apps/snmppcap.c apps/snmpping.c);Internet-Society or IETF-Trust(mibs/*), 0, 0, 0
libsnmp-perl-dbgsym, 5.9.3+dfsg-2+deb12u1+cl5.9.5u1, NO COPYRIGHT FILE, 0, 0, 0
libsnmp40, 5.9.3+dfsg-2+cl5.10.0u3, BSD-LIKE and BSD-3-clause(*);BSD-3-clause(debian/*);GPL-2.0+ or Artistic-1.0(perl/*);BSD-3-clause(python/*);BSD-3-clause(snmplib/winpipe.c include/net-snmp/library/winpipe.h);BSD-3-clause(snmplib/sd-daemon.c include/net-snmp/library/sd-daemon.h);BSD-3-clause(apps/snmppcap.c apps/snmpping.c);Internet-Society or IETF-Trust(mibs/*), 0, 0, 0
libsnmp40-dbgsym, 5.9.3+dfsg-2+deb12u1+cl5.9.5u1, NO COPYRIGHT FILE, 0, 0, 0
libsodium-dev, 1.0.18-1, ISC(*);BSD-2-clause(src/libsodium/crypto_pwhash/scryptsalsa208sha256/crypto_scrypt.h src/libsodium/crypto_pwhash/scryptsalsa208sha256/nosse/pwhash_scryptsalsa208sha256_nosse.c src/libsodium/crypto_pwhash/scryptsalsa208sha256/sse/pwhash_scryptsalsa208sha256_sse.c);BSD-2-clause(src/libsodium/crypto_pwhash/scryptsalsa208sha256/crypto_scrypt-common.c src/libsodium/crypto_pwhash/scryptsalsa208sha256/scrypt_platform.c);BSD-2-clause(src/libsodium/crypto_auth/hmacsha256/cp/hmac_hmacsha256.c src/libsodium/crypto_auth/hmacsha512/cp/hmac_hmacsha256.c src/libsodium/crypto_auth/hmacsha512256/cp/hmac_hmacsha512256.c src/libsodium/crypto_hash/sha256/cp/hash_sha256.c src/libsodium/crypto_hash/sha512/cp/hash_sha512.c src/libsodium/crypto_pwhash/scryptsalsa208sha256/pbkdf2-sha256.h src/libsodium/crypto_pwhash/scryptsalsa208sha256/pbkdf2-sha256.c);public-domain(src/libsodium/crypto_core/salsa208/ref/core_salsa208.c src/libsodium/crypto_core/salsa20/ref/core_salsa20.c src/libsodium/crypto_core/hsalsa20/ref2/core_hsalsa20.c src/libsodium/crypto_core/salsa2012/ref/core_salsa2012.c src/libsodium/crypto_onetimeauth/poly1305/53/auth_poly1305_53.c src/libsodium/crypto_stream/salsa20/ref/stream_salsa20_ref.c src/libsodium/crypto_stream/salsa20/ref/xor_salsa20_ref.c src/libsodium/crypto_stream/salsa208/ref/stream_salsa208.c src/libsodium/crypto_stream/salsa208/ref/xor_salsa208.c src/libsodium/crypto_stream/salsa2012/ref/stream_salsa2012.c src/libsodium/crypto_stream/salsa2012/ref/xor_salsa2012.c src/libsodium/crypto_stream/xsalsa20/ref/stream_xsalsa20.c src/libsodium/crypto_stream/xsalsa20/ref/xor_xsalsa20.c);public-domain(src/libsodium/crypto_stream/aes128ctr/portable/beforenm_aes128ctr.c src/libsodium/crypto_stream/aes128ctr/portable/xor_afternm_aes128ctr.c src/libsodium/crypto_stream/aes128ctr/portable/afternm_aes128ctr.c);public-domain(src/libsodium/crypto_scalarmult/curve25519/ref/base_curve25519_ref.c src/libsodium/crypto_scalarmult/curve25519/ref/smult_curve25519_ref.c);public-domain(src/libsodium/crypto_scalarmult/curve25519/donna_c64/smult_curve25519_donna_c64.c);CC0(src/libsodium/crypto_generichash/blake2/ref/blake2b-ref.c);MIT(packaging/nuget/package.gsl);CC0(src/libsodium/crypto_pwhash/argon2/argon2-encoding.*);GPL-2+(debian/*), 0, 0, 0
libsodium23, 1.0.18-1+deb12u1, ISC(*);BSD-2-clause(src/libsodium/crypto_pwhash/scryptsalsa208sha256/crypto_scrypt.h src/libsodium/crypto_pwhash/scryptsalsa208sha256/nosse/pwhash_scryptsalsa208sha256_nosse.c src/libsodium/crypto_pwhash/scryptsalsa208sha256/sse/pwhash_scryptsalsa208sha256_sse.c);BSD-2-clause(src/libsodium/crypto_pwhash/scryptsalsa208sha256/crypto_scrypt-common.c src/libsodium/crypto_pwhash/scryptsalsa208sha256/scrypt_platform.c);BSD-2-clause(src/libsodium/crypto_auth/hmacsha256/cp/hmac_hmacsha256.c src/libsodium/crypto_auth/hmacsha512/cp/hmac_hmacsha256.c src/libsodium/crypto_auth/hmacsha512256/cp/hmac_hmacsha512256.c src/libsodium/crypto_hash/sha256/cp/hash_sha256.c src/libsodium/crypto_hash/sha512/cp/hash_sha512.c src/libsodium/crypto_pwhash/scryptsalsa208sha256/pbkdf2-sha256.h src/libsodium/crypto_pwhash/scryptsalsa208sha256/pbkdf2-sha256.c);public-domain(src/libsodium/crypto_core/salsa208/ref/core_salsa208.c src/libsodium/crypto_core/salsa20/ref/core_salsa20.c src/libsodium/crypto_core/hsalsa20/ref2/core_hsalsa20.c src/libsodium/crypto_core/salsa2012/ref/core_salsa2012.c src/libsodium/crypto_onetimeauth/poly1305/53/auth_poly1305_53.c src/libsodium/crypto_stream/salsa20/ref/stream_salsa20_ref.c src/libsodium/crypto_stream/salsa20/ref/xor_salsa20_ref.c src/libsodium/crypto_stream/salsa208/ref/stream_salsa208.c src/libsodium/crypto_stream/salsa208/ref/xor_salsa208.c src/libsodium/crypto_stream/salsa2012/ref/stream_salsa2012.c src/libsodium/crypto_stream/salsa2012/ref/xor_salsa2012.c src/libsodium/crypto_stream/xsalsa20/ref/stream_xsalsa20.c src/libsodium/crypto_stream/xsalsa20/ref/xor_xsalsa20.c);public-domain(src/libsodium/crypto_stream/aes128ctr/portable/beforenm_aes128ctr.c src/libsodium/crypto_stream/aes128ctr/portable/xor_afternm_aes128ctr.c src/libsodium/crypto_stream/aes128ctr/portable/afternm_aes128ctr.c);public-domain(src/libsodium/crypto_scalarmult/curve25519/ref/base_curve25519_ref.c src/libsodium/crypto_scalarmult/curve25519/ref/smult_curve25519_ref.c);public-domain(src/libsodium/crypto_scalarmult/curve25519/donna_c64/smult_curve25519_donna_c64.c);CC0(src/libsodium/crypto_generichash/blake2/ref/blake2b-ref.c);MIT(packaging/nuget/package.gsl);CC0(src/libsodium/crypto_pwhash/argon2/argon2-encoding.*);GPL-2+(debian/*), 0, 0, 0
libsource-highlight-common, 3.1.9-4.2, GPL-3+(*);Expat(debian/*), 0, 0, 0
libsource-highlight4v5, 3.1.9-4.2+b3, GPL-3+(*);Expat(debian/*), 0, 0, 0
libspandsp2, 0.0.6+dfsg-2+b1, LGPL-2;GPL-2, 0, 0, 0
libspeexdsp1, 1.2.1-1, BSD-3-Clause(*);CC0-1.0(debian/*);GFDL-1.1-or-later(doc/manual.pdf);BSD-3-Clause(include/speex/speexdsp_types.h libspeexdsp/smallft.c libspeexdsp/smallft.h), 0, 0, 0
libspice-server1, 0.15.1-1, LGPL-2.1+(*);BSD-3-clause(subprojects/spice-common/common/draw.h subprojects/spice-common/common/messages.h server/zlib-encoder.h server/jpeg-encoder.h);LGPL-2.1+(subprojects/spice-common/common/lz_decompress_tmpl.c subprojects/spice-common/common/lz.c subprojects/spice-common/common/lz_compress_tmpl.c);MIT(subprojects/spice-common/common/lz.h), 0, 0, 0
libsqlite3-0, 3.40.1-2+deb12u1, public-domain(*);GPL-2+(debian/*);public-domain(debian/sqlite3_analyzer.1);public-domain(debian/patches/*);public-domain(debian/patches/02-use-packaged-lempar.c.patch debian/patches/31-increase_SQLITE_MAX_DEFAULT_PAGE_SIZE_to_32k.patch);public-domain(debian/patches/40-amalgamation_configure.patch), 0, 0, 0
